idHebergement,CAPACITE D'ACCUEIL (PERSONNES),NOMBRE DE CHAMBRES
3424,25,12
3425,233,47
3426,21,8
3427,96,44
3428,27,14
3429,348,174
3430,85,42
3431,188,94
3433,NULL,30
3434,26,13
3436,68,32
3437,20,10
3438,75,30
3445,23,10
3448,35,16
3449,98,42
3450,124,63
3454,95,40
3455,49,25
3459,16,7
3460,107,48
3461,288,94
3462,20,8
3463,280,100
3464,18,9
3465,42,18
3466,73,30
3467,355,79
3468,40,15
3477,992,496
3478,55,24
3479,34,18
3480,31,13
3481,99,50
3482,176,59
3485,50,25
3486,39,17
3487,144,69
3493,50,22
3494,118,56
3495,71,35
3496,35,14
3497,96,48
3498,48,20
3499,1487,148
3500,72,32
3503,47,20
3509,200,100
3513,172,86
3514,150,66
3515,41,15
3516,106,48
3517,45,18
3518,55,20
3519,98,48
3520,120,51
3521,24,10
3522,99,46
3523,26,14
3524,141,47
3525,160,72
3526,20,8
3528,28,14
3529,100,46
3530,106,42
3531,23,10
3532,175,80
3533,98,45
3534,90,45
3535,56,28
3536,20,10
3537,29,13
3538,122,61
3539,14,7
3540,204,61
3545,35,17
3546,44,17
3547,86,41
3548,58,32
3550,NULL,168
3551,186,62
3552,56,27
3561,55,30
3562,121,42
3563,79,40
3564,64,33
3565,46,20
3566,47,19
3567,18,9
3568,99,45
3569,23,10
3570,112,56
3572,42,18
3573,291,97
3574,127,59
3575,18,9
3576,34,17
3577,115,53
3578,27,13
3579,48,21
3580,87,42
3581,140,62
3582,148,70
3583,22,10
3591,38,14
3593,17,7
3594,125,59
3595,180,92
3599,48,24
3600,204,102
3601,50,12
3602,40,20
3603,21,9
3605,162,75
3606,51,22
3614,174,77
3615,25,10
3616,48,23
3617,225,75
3618,24,8
3621,38,16
3622,112,46
3623,22,11
3631,96,50
3632,607,91
3633,72,32
3635,44,20
3636,150,76
3637,45,20
3638,32,15
3639,206,82
3640,30,10
3641,33,16
3642,NULL,69
3643,60,30
3644,37,17
3645,24,10
3646,99,50
3647,24,13
3648,43,20
3649,50,22
3650,112,56
3659,76,35
3660,220,110
3661,196,62
3663,38,16
3664,99,50
3665,42,20
3666,40,27
3668,241,95
3669,24,10
3670,144,60
3673,26,12
3675,295,123
3676,36,16
3677,76,38
3678,418,106
3679,40,18
3680,55,18
3681,192,58
3682,275,127
3683,58,24
3684,55,25
3685,25,18
3686,28,12
3687,45,26
3695,345,131
3696,42,21
3697,207,68
3698,116,58
3699,18,9
3703,22,10
3704,216,80
3705,33,14
3706,98,59
3707,37,17
3709,26,13
3710,52,26
3711,108,50
3712,34,15
3713,90,39
3714,81,29
3715,62,30
3716,NULL,25
3717,27,13
3719,10,4
3721,13,7
3722,41,17
3723,18,8
3724,38,16
3725,40,20
3726,33,16
3727,96,48
3728,85,44
3731,31,15
3733,49,23
3734,91,44
3735,182,91
3736,101,44
3737,75,19
3738,22,9
3739,92,46
3740,37,17
3741,14,9
3742,44,25
3744,187,84
3748,132,55
3749,193,89
3750,97,42
3751,20,10
3752,86,31
3753,78,34
3754,91,42
3755,48,21
3756,20,10
3757,32,15
3758,30,15
3759,93,37
3761,31,12
3762,45,18
3768,20,9
3769,70,26
3770,34,16
3771,95,49
3772,60,29
3773,NULL,98
3774,48,18
3784,15,8
3785,400,177
3786,140,63
3789,16,8
3790,62,26
3791,70,37
3792,23,7
3793,136,68
3794,30,11
3803,89,44
3804,15,6
3806,24,11
3807,59,26
3808,91,40
3809,180,60
3813,32,11
3814,20,10
3815,69,38
3816,NULL,204
3817,80,30
3818,295,101
3822,21,9
3823,49,21
3824,71,32
3825,246,123
3829,204,101
3837,14,6
3838,248,124
3839,14,7
3840,108,54
3841,90,45
3842,32,16
3843,47,20
3847,145,71
3848,67,22
3849,85,51
3853,47,19
3854,60,30
3856,178,91
3857,99,41
3858,82,42
3859,190,89
3860,84,42
3861,36,14
3862,190,95
3863,60,30
3864,128,68
3865,57,29
3866,61,31
3867,17,6
3877,88,41
3882,27,13
3883,20,12
3884,36,18
3885,20,8
3886,99,48
3888,250,97
3892,29,13
3896,48,24
3897,138,69
3898,20,10
3899,100,43
3900,77,36
3901,33,15
3904,105,46
3905,187,72
3906,42,17
3907,177,75
3908,41,21
3909,74,34
3913,34,15
3918,133,47
3921,44,17
3922,14,7
3923,70,35
3924,86,54
3925,16,8
3926,240,105
3927,NULL,203
3928,19,10
3938,269,122
3939,30,13
3943,39,16
3944,88,43
3945,364,182
3946,96,46
3947,44,22
3950,53,24
3951,414,199
3952,175,81
3953,25,10
3954,52,21
3955,29,13
3956,35,17
3957,101,44
3958,238,119
3959,28,12
3960,17,7
3963,42,12
3966,61,28
3967,45,25
3968,155,52
3969,28,14
3970,29,14
3975,60,30
3976,66,29
3977,22,11
3978,83,38
3979,69,30
3980,44,25
3981,99,46
3982,157,67
3983,44,23
3984,35,20
3985,41,17
3986,105,41
3988,142,90
3989,106,23
3991,61,38
3992,66,33
3993,20,10
3994,158,82
3995,156,80
4001,48,24
4002,40,19
4003,196,70
4004,215,75
4005,NULL,268
4006,65,27
4007,32,14
4009,47,23
4010,16,6
4014,22,11
4019,38,19
4020,88,40
4021,54,20
4022,NULL,36
4023,174,76
4024,21,10
4025,28,12
4026,430,170
4027,105,49
4028,54,26
4029,50,25
4030,60,28
4031,22,7
4032,230,115
4036,23,10
4046,44,18
4047,58,30
4048,29,13
4049,37,16
4050,928,464
4051,49,19
4052,14,6
4053,40,20
4054,170,83
4055,60,28
4056,192,96
4057,34,15
4058,101,48
4059,81,36
4060,16,7
4061,108,43
4062,22,7
4063,104,52
4064,104,40
4065,37,19
4068,134,61
4069,20,10
4070,100,48
4076,102,42
4077,116,62
4088,92,46
4089,152,76
4092,152,63
4093,63,35
4094,26,13
4095,142,70
4096,50,29
4103,18,8
4104,165,65
4105,110,54
4106,23,23
4114,34,15
4115,256,128
4116,130,50
4117,27,10
4118,180,90
4119,101,42
4120,74,37
4125,64,32
4126,141,43
4128,280,35
4129,100,47
4130,300,120
4133,NULL,158
4135,44,20
4136,52,26
4143,50,24
4144,40,17
4145,190,93
4146,92,43
4147,14,6
4148,200,84
4149,111,41
4150,72,38
4151,198,70
4152,37,16
4153,282,140
4154,88,44
4155,20,9
4156,62,30
4157,264,97
4158,50,20
4163,276,138
4164,33,15
4165,315,151
4166,140,60
4167,163,78
4169,26,11
4173,106,53
4174,32,16
4175,56,25
4176,17,8
4177,54,25
4178,240,120
4179,191,71
4180,158,80
4181,162,80
4183,99,48
4184,46,21
4188,80,36
4189,60,30
4200,238,89
4201,80,43
4202,18,9
4203,24,10
4204,56,23
4205,124,62
4212,80,38
4213,191,92
4214,99,48
4215,417,127
4216,41,18
4217,60,29
4218,66,35
4219,16,8
4220,36,14
4221,20,10
4222,76,39
4223,37,20
4224,42,16
4225,52,26
4226,19,7
4227,23,9
4235,15,7
4236,53,26
4237,58,29
4238,49,23
4239,110,49
4243,55,28
4244,33,19
4251,58,23
4252,133,70
4257,200,80
4258,67,36
4263,78,33
4264,27,10
4265,151,75
4266,243,90
4267,29,16
4268,48,19
4269,201,112
4270,30,13
4271,97,43
4272,68,34
4273,1024,507
4276,22,10
4277,23,9
4278,98,44
4279,95,46
4287,68,33
4288,30,13
4289,47,23
4290,98,49
4291,16,7
4292,78,39
4293,23,10
4294,73,19
4300,25,10
4302,87,44
4303,243,104
4306,60,34
4307,80,40
4308,166,73
4309,120,40
4310,96,48
4311,88,42
4312,70,34
4313,100,50
4314,108,57
4315,120,58
4317,40,18
4318,22,8
4319,72,36
4320,30,12
4321,207,83
4322,16,6
4323,65,29
4324,56,28
4325,20,11
4326,43,17
4327,34,12
4328,47,18
4329,140,56
4330,25,10
4331,60,24
4332,14,7
4333,78,42
4338,57,29
4339,56,25
4341,43,21
4342,60,30
4343,24,9
4344,54,23
4345,150,75
4346,99,50
4347,128,64
4348,61,33
4349,96,36
4350,21,10
4352,240,117
4353,75,24
4363,18,7
4364,74,50
4365,165,81
4366,30,14
4367,84,44
4369,36,19
4370,172,86
4371,187,82
4372,98,49
4373,203,102
4374,59,27
4375,188,94
4380,45,20
4381,21,8
4384,130,65
4385,98,50
4386,20,11
4387,33,10
4391,109,40
4392,45,16
4394,45,20
4395,118,50
4397,102,47
4398,71,39
4399,64,28
4400,20,10
4401,18,8
4402,273,96
4403,94,41
4404,221,100
4405,42,19
4406,92,46
4407,39,17
4408,300,133
4417,160,60
4418,143,49
4419,17,8
4420,300,144
4421,84,40
4423,78,33
4424,28,11
4425,34,14
4431,26,10
4432,105,45
4433,93714,NULL
4434,122,61
4435,31,14
4436,55,24
4437,44,20
4438,50,20
4439,129,64
4440,48,19
4441,148,74
4451,95,48
4452,156,60
4453,40,20
4454,84,42
4455,137,42
4456,45,22
4457,275,108
4458,156,46
4459,35,15
4460,60,29
4461,32,14
4470,59,30
4471,83,39
4472,112,55
4473,182,79
4474,NULL,191
4475,151,58
4479,107,48
4480,30,17
4481,60,29
4482,105,50
4483,99,40
4484,83,44
4485,22,10
4490,30,14
4491,184,88
4492,185,72
4493,144,72
4494,62,31
4495,95,39
4496,39,18
4497,106,40
4498,82,41
4506,222,104
4507,80,40
4508,56,24
4509,106,49
4510,46,23
4511,74,29
4512,173,80
4513,280,117
4514,46,23
4515,NULL,224
4516,132,66
4517,53,20
4520,207,99
4521,93489,NULL
4522,68,34
4523,93,35
4524,498,252
4525,70,28
4526,197,97
4527,45,20
4528,202,66
4529,28,13
4530,98,45
4535,31,15
4536,13,6
4537,26,11
4538,102,51
4539,54,30
4540,25,11
4541,70,34
4542,150,55
4543,30,15
4544,63,30
4545,90,47
4546,203,79
4547,64,33
4548,42,21
4549,60,28
4550,27,12
4560,261,102
4562,100,50
4564,67,33
4565,192,80
4566,72,33
4567,12,4
4568,16,7
4569,173,62
4570,281,18
4571,17,8
4572,30,15
4573,34,10
4574,29,12
4575,33,13
4577,113,57
4578,246,81
4579,17,10
4580,88,41
4581,NULL,156
4582,57,24
4583,71,31
4584,32,13
4585,101,43
4586,51,23
4587,55,25
4588,59,28
4589,73,32
4590,94,45
4591,50,24
4592,27,13
4593,85,33
4594,122,61
4595,145,71
4596,65,24
4597,36,19
4598,79,36
4599,100,44
4600,60,20
4609,324,142
4613,129,58
4614,77,36
4618,60,30
4619,55,24
4620,22,8
4621,52,26
4622,55,26
4623,124,42
4624,32,16
4625,108,45
4626,16,7
4627,NULL,155
4628,55,20
4629,NULL,40
4630,10,5
4638,84,35
4639,253,86
4640,45,20
4641,43,15
4642,86,45
4643,14,6
4644,44,19
4647,20,10
4653,98,51
4654,56,22
4655,NULL,189
4656,119,58
4657,46,21
4662,39,13
4663,101,46
4665,148,72
4666,19,7
4667,45,19
4668,188,75
4669,134,60
4670,77,43
4671,171,56
4672,86,43
4675,53,19
4676,25,10
4680,126,61
4681,112,58
4682,50,29
4683,59,29
4684,24,12
4685,53,28
4686,86,37
4687,16,7
4688,70,23
4689,15,6
4692,93,48
4698,65,31
4700,143,70
4701,19,8
4702,45,20
4703,18,7
4704,47,25
4705,56,27
4706,70,30
4707,38,17
4708,210,105
4710,62,23
4712,63,30
4713,187,73
4714,20,10
4715,51,25
4716,93,42
4717,95,37
4723,93,55
4724,41,17
4725,21,9
4726,73,37
4727,57,23
4728,99,40
4729,23,11
4730,82,35
4731,272,96
4743,96,48
4744,146,73
4745,22,10
4749,13,7
4750,34,18
4751,76,39
4752,16,8
4753,230,69
4754,80,40
4755,90,42
4756,102,51
4757,30,13
4758,100,49
4759,68,32
4766,256,91
4767,79,34
4770,158,70
4774,NULL,48
4775,145,61
4785,35,20
4786,91,40
4787,144,54
4788,121,46
4793,160,80
4794,21,9
4795,410,146
4796,257,111
4797,35,11
4798,43,16
4799,39,16
4804,54,22
4805,58,26
4806,64,24
4807,60,26
4808,250,11
4811,96,46
4812,43,18
4815,92,41
4818,94,41
4819,60,29
4820,540,180
4831,36,17
4832,34,12
4833,70,34
4834,132,57
4835,102,51
4838,58,13
4839,53,25
4840,45,21
4841,14,7
4845,132,44
4846,58,29
4847,350,165
4848,61,30
4849,170,82
4854,30,15
4858,117,50
4859,90,45
4860,122,60
4864,37,17
4865,99,44
4866,70,20
4867,76,29
4870,28,16
4871,NULL,138
4872,23,11
4873,120,20
4874,51,25
4875,127,52
4877,99,46
4878,NULL,207
4884,56,28
4892,57,28
4893,49,26
4894,NULL,92
4895,25,20
4896,17,9
4897,16,8
4898,50,40
4899,63,30
4900,55,30
4901,16,9
4902,53,21
4903,30,12
4904,24,12
4905,22,10
4906,36,16
4907,74,38
4908,121,53
4909,58,30
4910,80,40
4911,50,25
4912,48,15
4913,44,20
4914,164,77
4916,60,27
4917,112,50
4924,20,8
4925,80,40
4927,99,48
4928,177,68
4929,55,23
4930,44,19
4931,128,69
4932,32,10
4933,26,13
4934,26,13
4935,59,30
4936,41,17
4937,219,93
4938,525,35
4939,24,8
4940,146,73
4941,47,19
4942,43,19
4943,83,35
4944,50,22
4950,73,35
4951,98,52
4952,223,105
4953,29,13
4954,36,18
4956,188,84
4957,171,82
4958,55,24
4966,21,9
4967,35,35
4971,64,34
4972,83,28
4974,99,24
4975,24,12
4976,81,45
4977,16,6
4978,24,12
4979,50,21
4980,221,77
4981,104,50
4985,72,30
4986,106,66
4987,141,69
4988,68,29
4989,17,8
4990,22,9
4993,115,49
4998,31,14
4999,53,23
5000,148,68
5001,98,49
5002,160,80
5003,402,201
5007,158,79
5008,58,29
5009,68,30
5010,88,41
5011,60,25
5012,68,32
5013,63,26
5014,13,6
5021,80,40
5024,258,86
5025,155,74
5026,71,36
5027,17,8
5028,70,36
5029,56,25
5030,69,33
5033,67,27
5034,38,18
5036,429,157
5037,27,13
5039,89,31
5040,111,47
5041,288,23
5042,96,48
5047,102,51
5053,47,24
5054,27,12
5055,360,121
5056,72,35
5060,70,28
5061,31,14
5062,615,70
5063,62,31
5064,132,66
5065,60,30
5066,73,36
5067,129,58
5068,80,33
5074,23,12
5075,50,21
5076,82,37
5077,168,66
5078,374,173
5079,166,80
5080,54,17
5081,119,49
5082,48,22
5083,110,50
5084,119,44
5085,133,52
5086,65,30
5087,141,64
5088,60,25
5089,150,62
5090,45,14
5097,114,50
5098,18,9
5099,94,39
5100,90,41
5101,46,21
5102,130,42
5103,16,7
5104,39,17
5105,43,20
5107,54,34
5108,49,22
5113,70,25
5114,60,30
5116,40,14
5117,94,42
5119,98,47
5124,140,62
5125,89,39
5126,83,34
5127,69,43
5128,84,42
5129,79,40
5130,34,18
5131,22,10
5132,95,50
5133,35,17
5134,93,42
5137,70,32
5138,12,6
5147,101,48
5148,43,19
5149,57,24
5150,162,58
5151,21,10
5152,54,27
5153,180,71
5154,38,19
5158,200,100
5159,89,43
5160,14,7
5161,25,10
5162,22,10
5163,42,21
5164,37,16
5165,77,28
5166,46,22
5172,47,15
5173,35,16
5174,192,70
5175,25,12
5176,159,78
5177,81,44
5178,100,50
5179,20,10
5180,20,13
5182,60,28
5183,76,36
5184,86,43
5185,106,42
5186,96,48
5187,55,23
5188,258,92
5189,127,62
5190,12,6
5191,38,18
5201,63,28
5204,380,131
5205,44,18
5206,90,41
5207,28,14
5208,25,11
5209,158,104
5210,45,22
5214,35,14
5215,60,25
5227,11,5
5228,188,94
5229,114,57
5231,84,42
5232,44,19
5233,46,22
5234,58,25
5237,48,19
5238,124,62
5239,26,13
5240,19,11
5241,104,34
5248,19,8
5250,56,24
5251,42,20
5252,61,30
5253,95,46
5254,31,12
5265,60,26
5266,49,32
5267,32,16
5268,154,77
5269,NULL,34
5270,225,101
5271,24,8
5272,34,14
5274,914,405
5275,136,45
5276,201,67
5277,23,10
5278,24,12
5279,26,12
5280,313,126
5281,178,89
5282,93,43
5283,28,14
5284,28,13
5285,25,12
5291,NULL,172
5292,37,17
5293,110,51
5294,NULL,24
5295,34,15
5300,130,71
5301,195,70
5307,252,126
5310,60,22
5311,69,30
5312,30,15
5313,88,41
5314,90,49
5315,99,49
5316,62,30
5317,NULL,22
5318,70,36
5319,75,18
5320,25,11
5321,104,52
5322,155,75
5323,39,15
5324,22,11
5325,59,24
5326,350,97
5327,27,18
5328,39,18
5329,42,21
5336,416,200
5337,50,24
5340,212,104
5341,70,34
5342,43,18
5343,144,70
5348,50,25
5357,42,28
5358,57,22
5359,65,31
5360,41,19
5361,NULL,NULL
5362,94,35
5363,153,60
5364,84,38
5365,45,27
5367,72,36
5368,37,13
5369,41,15
5370,42,19
5371,194,67
5372,80,40
5373,74,37
5374,100,50
5384,56,25
5385,51,20
5386,76,38
5387,95,44
5390,300,67
5391,NULL,140
5392,60,24
5393,20,8
5394,97,36
5395,164,71
5396,33,18
5397,280,140
5405,19,8
5406,38,19
5407,30,15
5408,42,19
5409,173,71
5411,214,95
5412,94,45
5413,60,30
5427,38,18
5428,119,58
5429,18,9
5430,27,11
5431,639,213
5432,NULL,123
5433,NULL,84
5434,49,21
5435,22,9
5436,87,43
5437,43,19
5438,151,58
5439,40,17
5440,44,22
5441,150,72
5442,16,8
5443,28,12
5444,24,12
5445,32,13
5446,38,17
5447,63,23
5448,256,148
5449,300,138
5450,18,7
5451,225,105
5452,43,20
5453,21,9
5454,136,60
5455,199,95
5456,70,35
5457,57,30
5458,51,26
5461,32,18
5469,35,17
5470,98,49
5471,47,18
5479,32,13
5480,66,36
5481,20,10
5482,35,14
5483,24,8
5484,2500,1093
5485,528,264
5486,314,152
5494,23,10
5495,63,29
5496,20,8
5500,NULL,152
5504,97,52
5505,19,7
5506,113,45
5507,397,119
5508,274,77
5509,33,14
5515,97,46
5516,100,57
5517,82,39
5518,397,205
5519,418,87
5520,50,21
5522,142,54
5523,75,34
5524,108,50
5525,50,24
5526,80,40
5527,NULL,146
5528,40,18
5529,248,92
5530,NULL,49
5531,17,9
5532,66,29
5536,46,23
5537,178,89
5538,34,15
5539,88,42
5540,144,60
5541,40,19
5546,54,26
5547,272,128
5548,24,11
5549,212,99
5550,46,20
5551,19,10
5552,93,45
5553,66,31
5554,33,14
5555,99,36
5556,NULL,100
5560,94,40
5561,142,70
5562,290,147
5563,35,35
5564,30,15
5565,21,10
5566,83,53
5567,62,32
5568,48,20
5569,60,30
5570,41,20
5571,32,15
5572,25,11
5573,11,6
5581,20,9
5582,132,60
5583,80,36
5584,49,22
5585,237,79
5586,59,29
5589,51,23
5590,91,30
5591,172,72
5592,NULL,138
5593,188,77
5594,186,62
5595,16,8
5596,207,75
5597,26,12
5598,57,24
5605,94,47
5609,122,61
5610,149,59
5613,51,27
5614,36,17
5615,39,16
5624,27,12
5625,99,48
5626,735,361
5627,19,9
5628,70,34
5631,29,15
5632,72,43
5633,461,144
5634,25,11
5635,46,20
5636,130,62
5637,203,90
5638,40,19
5639,153,77
5648,198,99
5649,NULL,168
5650,65,27
5654,220,98
5659,121,52
5660,54,27
5663,72,36
5664,66,25
5665,20,7
5666,84,20
5667,326,163
5668,642,318
5669,227,90
5670,57,27
5671,91,42
5676,35,11
5678,65,30
5679,12,7
5680,37,18
5681,97,16
5682,40,20
5683,70,24
5684,20,10
5685,NULL,52
5689,72,34
5690,30,12
5691,209,81
5692,80,34
5693,51,20
5694,176,88
5695,168,69
5696,NULL,155
5699,120,59
5700,NULL,150
5701,70,39
5702,103,46
5703,74,34
5704,60,28
5705,120,60
5706,53,28
5707,87,24
5710,48,24
5711,64,31
5712,36,14
5717,92,40
5727,392,124
5728,560,280
5729,200,92
5730,46,25
5731,203,82
5732,43,20
5733,116,58
5734,91,45
5735,96,48
5736,69,30
5737,189,63
5738,15,7
5739,78,32
5744,34,15
5752,36,19
5753,21,8
5754,32,15
5755,15,6
5756,180,91
5757,121,48
5758,228,99
5759,235,93
5760,100,30
5761,213,71
5762,40,19
5763,40,21
5764,40,20
5765,303,150
5766,37,19
5767,70,27
5768,151,66
5769,350,153
5770,728,345
5771,84,45
5772,63,31
5774,215,104
5775,44,22
5776,162,56
5777,22,9
5778,28,14
5782,70,29
5783,24,11
5784,84,46
5785,129,60
5786,90,45
5787,64,30
5788,16,8
5789,172,72
5790,92,35
5791,90,45
5792,248,124
5802,188,70
5803,NULL,53
5805,214,84
5806,47,20
5809,47,22
5810,16,7
5811,16,11
5812,39,20
5813,58,23
5814,26,9
5815,37,17
5816,20,9
5817,18,11
5824,540,244
5825,400,200
5826,60,28
5827,71,24
5828,71,41
5829,227,95
5830,90,45
5831,28,14
5832,72,35
5836,60,26
5841,58,20
5842,110,40
5843,24,17
5844,41,18
5845,19,8
5846,42,20
5847,14,6
5848,28,12
5849,62,21
5852,42,21
5853,31,14
5854,194,83
5855,96,44
5856,125,58
5857,58,33
5858,40,18
5859,120,68
5860,89,39
5861,94,47
5862,111,53
5869,15,5
5870,132,64
5872,37,23
5873,58,26
5874,59,30
5875,179,60
5876,124,49
5878,40,20
5882,94,45
5883,112,50
5889,11,5
5893,56,28
5894,148,74
5895,44,25
5896,50,24
5897,136,68
5901,40,20
5902,97,47
5903,83,39
5904,40,18
5913,56,30
5914,62,27
5921,65,65
5922,55,26
5923,91,47
5924,71,29
5925,NULL,54
5926,166,83
5927,40,15
5928,28,14
5929,41,22
5930,46,23
5931,14,7
5932,33,13
5933,28,16
5934,64,30
5935,18,9
5936,596,298
5937,132,56
5938,51,20
5939,38,14
5940,171,42
5941,86,46
5942,95,46
5945,54,26
5946,62,27
5950,125,56
5951,24,12
5952,144,61
5953,20,9
5954,90,43
5956,62,26
5957,191,70
5958,24,12
5959,95,43
5966,76,33
5967,31,15
5968,31,13
5970,130,55
5975,105,49
5976,230,88
5977,70,34
5978,19,10
5979,192,88
5980,129,64
5981,17,8
5982,27,10
5991,54,30
5992,NULL,162
5997,24,10
5998,100,48
5999,36,18
6000,42,20
6001,25,11
6002,890,350
6005,98,44
6010,206,76
6011,25,10
6012,85,42
6015,514,136
6016,36,9
6017,14,7
6018,28,12
6019,74,23
6020,251,81
6021,2024,565
6022,140,70
6023,63,34
6024,46,18
6025,55,30
6026,55,28
6027,26,10
6028,38,18
6031,74,38
6032,28,14
6033,25,10
6034,35,15
6038,37,17
6039,34,13
6040,67,30
6041,66,30
6042,62,25
6045,191,71
6047,94,45
6048,310,130
6049,55,19
6050,176,72
6051,30,13
6052,20,10
6055,66,33
6056,21,12
6057,42,21
6058,200,90
6060,54,24
6061,32,15
6062,29,14
6063,281,134
6064,1596,400
6065,75,35
6066,37,20
6075,120,49
6076,46,20
6077,40,12
6078,108,50
6080,90,38
6081,148,74
6082,22,8
6083,40,16
6085,222,115
6086,49,27
6088,115,57
6094,112,50
6095,86,44
6096,140,60
6097,190,77
6101,129,69
6102,300,150
6103,105,47
6118,63,26
6119,338,155
6121,45,21
6122,32,14
6123,96,45
6124,34,17
6125,34,16
6126,488,210
6127,84,42
6128,30,13
6129,478,239
6130,160,80
6131,48,27
6132,214,91
6133,40,16
6142,178,83
6143,56,27
6144,70,24
6145,33,15
6146,11,7
6147,71,36
6148,55,26
6149,155,78
6150,16,8
6155,42,20
6156,85,38
6157,26,13
6158,88,41
6159,88,39
6166,96,48
6167,40,17
6168,33,16
6169,117,50
6170,16,8
6171,38,17
6173,46,19
6174,260,130
6175,88,42
6176,24,10
6177,50,22
6178,300,123
6179,84,39
6180,13,6
6181,72,36
6199,286,143
6201,18,9
6202,134,55
6203,38,17
6204,37,14
6206,75,31
6207,140,70
6208,161,81
6212,28,14
6213,61,28
6215,101,43
6216,16,8
6217,38,15
6218,78,39
6219,26,12
6220,25,11
6226,95,46
6230,63,21
6232,149,74
6233,210,105
6234,70,32
6235,24,10
6237,18,8
6238,18,7
6239,46,20
6240,53,22
6241,138,46
6242,19,7
6243,20,9
6244,142,63
6245,110,55
6246,175,86
6247,310,138
6248,74,34
6255,NULL,60
6256,63,28
6257,32,15
6259,163,78
6266,30,14
6267,253,80
6268,NULL,29
6269,80,40
6270,118,49
6271,22,11
6272,48,22
6273,34,14
6274,NULL,313
6275,52,22
6276,13,7
6277,NULL,176
6278,90,43
6279,50,25
6280,188,91
6286,30,14
6287,26,12
6292,50,25
6293,164,71
6294,48,22
6295,22,10
6296,129,60
6301,113,46
6302,427,201
6303,57,26
6304,32,14
6305,NULL,30
6306,34,14
6307,15,7
6309,210,27
6310,63,25
6311,202,101
6313,398,187
6314,86,43
6315,21,9
6316,698,81
6317,280,98
6318,32,14
6319,95,41
6328,53,24
6329,23,9
6330,108,54
6331,214,99
6332,46,22
6333,72,39
6334,84,42
6335,38,19
6338,74,38
6339,156,54
6340,136,68
6341,32,16
6342,166,83
6343,19,9
6344,37,18
6352,20,10
6353,68,32
6354,31,18
6355,72,34
6356,150,73
6357,131,46
6358,70,28
6359,19,10
6360,99,39
6361,3958,995
6362,128,50
6363,182,90
6364,54,23
6365,322,126
6366,96,48
6369,40,15
6381,29,10
6382,34,13
6383,66,36
6384,138,69
6385,132,66
6386,34,15
6387,70,35
6388,160,80
6389,190,72
6392,44,21
6393,63,24
6394,45,20
6395,26,10
6396,86,43
6397,192,83
6398,134,62
6399,150,75
6400,25,12
6401,68,30
6402,45,23
6412,20,10
6413,172,86
6414,60,35
6415,156,69
6416,16,8
6417,29,15
6419,58,32
6420,33,15
6421,49,25
6422,36,16
6423,72,34
6427,96,43
6431,25,11
6432,15,5
6433,33,15
6434,184,74
6435,38,16
6436,118,57
6439,88,39
6440,112,52
6441,45,20
6442,19,9
6443,125,60
6445,12,6
6448,178,77
6452,250,125
6453,50,23
6454,170,85
6455,25,8
6456,60,20
6459,16,6
6460,82,41
6463,195,101
6464,26,13
6465,49,19
6466,95,40
6467,54,22
6468,23,10
6471,320,154
6472,20,12
6473,107,44
6474,25,12
6475,60,27
6476,120,60
6477,NULL,77
6478,174,80
6479,112,48
6480,50,22
6481,59,31
6484,40,20
6485,41,19
6486,34,17
6487,96,42
6488,41,15
6489,126,82
6490,142,56
6491,48,26
6492,63,26
6493,87,32
6494,95,50
6495,226,78
6501,162,65
6502,120,44
6503,79,28
6504,73,37
6505,20,9
6506,26,12
6507,106,53
6508,140,69
6512,106,45
6513,31,15
6515,30,11
6516,28,14
6517,109,51
6518,72,31
6519,88,39
6520,19,10
6521,162,81
6522,12,6
6527,35,15
6528,63,26
6529,36,16
6530,128,64
6531,95,50
6532,66,31
6533,298,149
6534,40,15
6540,93,45
6550,56,27
6551,30,15
6552,60,29
6553,20,9
6554,223,93
6555,65,30
6563,78,36
6564,164,81
6565,212,92
6566,22,8
6573,32,14
6574,29,14
6575,47,18
6578,103,50
6579,NULL,44
6580,84,40
6581,54,29
6582,51,26
6583,66,30
6584,1054,527
6586,200,100
6587,51,23
6588,300,115
6589,300,122
6590,90,40
6591,40,20
6597,19,8
6598,488,244
6601,132,59
6606,NULL,22
6607,29,12
6619,70,31
6620,60,25
6621,127,51
6622,154,81
6623,102,52
6624,72,35
6625,40,20
6626,118,54
6627,46,20
6628,71,35
6629,33,14
6630,99,44
6631,67,28
6632,60,25
6633,32,16
6634,23,9
6635,24,10
6636,23,10
6642,31,12
6653,46,21
6654,126,63
6655,30,12
6657,50,23
6658,13604.html#content,NULL
6659,147,60
6660,30,20
6661,44,22
6662,23,10
6663,NULL,57
6664,46,21
6665,100,41
6666,164,64
6667,64,32
6668,96,48
6669,20,10
6670,18,7
6671,20,9
6672,46,20
6673,179,63
6674,93777,NULL
6675,14,7
6680,26,13
6681,NULL,29
6688,17,9
6689,67,29
6690,184,92
6691,27,15
6692,72,36
6693,18,9
6694,140,70
6695,40,17
6709,52,26
6710,NULL,177
6711,14,7
6712,224,112
6713,424,107
6714,28,14
6715,35,17
6716,158,60
6717,37,17
6718,77,32
6719,67,32
6720,184,94
6722,26,13
6723,36,18
6724,70,35
6727,33,14
6728,26,13
6729,27,13
6730,192,96
6731,22,10
6732,59,24
6735,56,28
6736,198,99
6737,43,16
6738,225,75
6739,122,51
